review_id,sample_id,scenario_id,timestamp,raw_event_reference,attacker,victim,raw_rule_id,raw_rule_description,raw_rule_native_mitre,ai_proposed_expected_mitre_techniques,"cyukti_prediction (live resolve_mitre() output, NOT ground truth)",labeling_method,evidence_reference,decision (fill in: ACCEPT|MODIFY|REJECT|UNCERTAIN),"corrected_techniques (fill in only if MODIFY, comma-separated ATT&CK IDs)",reviewer,rationale
REV-MITRE-0011,SCN-SSHBRUTE-001-010,SCN-SSHBRUTE-001,2026-06-09T10:54:38.245+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0012,SCN-SSHBRUTE-001-011,SCN-SSHBRUTE-001,2026-06-09T10:54:38.249+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0013,SCN-SSHBRUTE-001-012,SCN-SSHBRUTE-001,2026-06-09T10:54:57.921+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0014,SCN-SSHBRUTE-001-013,SCN-SSHBRUTE-001,2026-06-09T10:54:57.925+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0015,SCN-SSHBRUTE-001-014,SCN-SSHBRUTE-001,2026-06-09T10:54:59.108+0000,rule=5503|agent=000,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0016,SCN-SSHBRUTE-001-015,SCN-SSHBRUTE-001,2026-06-09T10:55:17.189+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0017,SCN-SSHBRUTE-001-016,SCN-SSHBRUTE-001,2026-06-09T10:55:31.961+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0018,SCN-SSHBRUTE-001-017,SCN-SSHBRUTE-001,2026-06-09T10:55:31.965+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0019,SCN-SSHBRUTE-001-018,SCN-SSHBRUTE-001,2026-06-09T10:55:49.248+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0020,SCN-SSHBRUTE-001-019,SCN-SSHBRUTE-001,2026-06-09T10:55:49.254+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0021,SCN-SSHBRUTE-001-020,SCN-SSHBRUTE-001,2026-06-09T10:56:04.922+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0022,SCN-SSHBRUTE-001-021,SCN-SSHBRUTE-001,2026-06-09T10:56:04.926+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0023,SCN-SSHBRUTE-001-022,SCN-SSHBRUTE-001,2026-06-09T10:56:18.464+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0024,SCN-SSHBRUTE-001-023,SCN-SSHBRUTE-001,2026-06-09T10:56:36.932+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0025,SCN-SSHBRUTE-001-024,SCN-SSHBRUTE-001,2026-06-09T10:56:36.935+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0026,SCN-SSHBRUTE-001-025,SCN-SSHBRUTE-001,2026-06-09T10:56:56.396+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
REV-MITRE-0027,SCN-SSHBRUTE-001-026,SCN-SSHBRUTE-001,2026-06-09T10:56:56.403+0000,rule=5503|agent=001,192.168.56.106,pes1ug23cs411-VirtualBox,5503,PAM: User login failed.,"{""id"": [""T1110.001""], ""tactic"": [""Credential Access""], ""technique"": [""Password Guessing""]}","T1110,T1110.001",T1110.001,raw Wazuh alert rule.description text cross-referenced against the scenario's pre-declared expected_techniques (themselves derived from MITRE ATT&CK's own technique definitions applied to the rule text) -- independent of mitre_resolver.py,"raw alert rule.description='PAM: User login failed.' rule.id=5503; scenario evidence: [""MITRE_MAPPING.md (rules 100510/210010/210011/100100/100200, 'LOGIN_ATTACK'/'LOGIN_FAIL')"", ""ACCURACY_EVALUATION.md ('synthetic traffic generator (LOGIN_ATTACK, BOT_ATTACK, etc.)')"", 'journal_ready_data.md Section 10.6 (CAMP_D8605E81, T1110/T1110.001, attacker 192.168.56.106 -> pes1ug23cs411-VirtualBox)']",,,,
